epoch,eeg_abspow,eeg_abspow_c7min_norm,eeg_abspow_p2min_norm,eeg_alpha,eeg_alpha_c7min_norm,eeg_alpha_p2min_norm,eeg_at,eeg_at_c7min_norm,eeg_at_p2min_norm,eeg_beta,eeg_beta_c7min_norm,eeg_beta_p2min_norm,eeg_db,eeg_db_c7min_norm,eeg_db_p2min_norm,eeg_ds,eeg_ds_c7min_norm,eeg_ds_p2min_norm,eeg_dt,eeg_dt_c7min_norm,eeg_dt_p2min_norm,eeg_fdelta,eeg_fdelta_c7min_norm,eeg_fdelta_p2min_norm,eeg_hcomp,eeg_hcomp_c7min_norm,eeg_hcomp_p2min_norm,eeg_higuchi,eeg_higuchi_c7min_norm,eeg_higuchi_p2min_norm,eeg_hmob,eeg_hmob_c7min_norm,eeg_hmob_p2min_norm,eeg_iqr,eeg_iqr_c7min_norm,eeg_iqr_p2min_norm,eeg_kurt,eeg_kurt_c7min_norm,eeg_kurt_p2min_norm,eeg_nzc,eeg_nzc_c7min_norm,eeg_nzc_p2min_norm,eeg_perm,eeg_perm_c7min_norm,eeg_perm_p2min_norm,eeg_petrosian,eeg_petrosian_c7min_norm,eeg_petrosian_p2min_norm,eeg_sdelta,eeg_sdelta_c7min_norm,eeg_sdelta_p2min_norm,eeg_sigma,eeg_sigma_c7min_norm,eeg_sigma_p2min_norm,eeg_skew,eeg_skew_c7min_norm,eeg_skew_p2min_norm,eeg_std,eeg_std_c7min_norm,eeg_std_p2min_norm,eeg_theta,eeg_theta_c7min_norm,eeg_theta_p2min_norm,time_hour,time_norm
0,1910163753664512,0.47812911868095398,0.25560441613197327,0.014360206201672554,-0.53817707300186157,-0.39609003067016602,0.32503190636634827,-0.64034384489059448,-0.29001143574714661,0.0077713788487017155,-0.32075473666191101,-0.36314457654953003,118.89359283447266,0.30527386069297791,0.50010073184967041,205.87544250488281,0.44814959168434143,0.44701969623565674,20.913265228271484,0.13772359490394592,0.18195579946041107,0.2873542308807373,0.1303631067276001,-0.1793837696313858,4.2168684005737305,-0.1284680962562561,-0.16809730231761932,1.3899651765823364,-0.46362465620040894,-0.29581776261329651,0.28603196144104004,0.0089125474914908409,0.25396320223808289,42995420,0.65881586074829102,0.56797069311141968,3.4012489318847656,0.075067877769470215,-0.023813024163246155,73,-0.59592366218566895,-0.59331798553466797,0.82912713289260864,-0.70905733108520508,-0.85705447196960449,1.0136681795120239,-0.66814643144607544,-0.78888446092605591,0.63661295175552368,0.1144268587231636,0.40349662303924561,0.0044879913330078125,-0.51824545860290527,-0.43098479509353638,-0.3089098334312439,0.017588594928383827,-0.12083938717842102,126085856,0.84140193462371826,0.81216627359390259,0.044180911034345627,-0.54486852884292603,-0.45399650931358337,0,0
1,101336733450240,0.61850208044052124,0.13426215946674347,0.01334944274276495,-0.51847153902053833,-0.40850657224655151,0.29038795828819275,-0.58146440982818604,-0.37076631188392639,0.009721820242702961,-0.29478883743286133,-0.34653818607330322,86.564323425292969,0.29261875152587891,0.40416717529296875,152.59007263183594,0.44781053066253662,0.35942143201828003,18.306358337402344,0.13306009769439697,0.15613268315792084,0.31637671589851379,0.17813943326473236,-0.12623630464076996,5.0041685104370117,-0.12821893393993378,-0.11274115741252899,1.530476450920105,-0.47823351621627808,-0.08929423987865448,0.24233227968215942,0.0048319105990231037,0.15863527357578278,19199616,0.70270216464996338,0.39418458938598633,8.6437721252441406,0.080870300531387329,0.09392896294593811,90,-0.58248859643936157,-0.55770844221115112,0.86412996053695679,-0.66531914472579956,-0.66727900505065918,1.015471339225769,-0.62580651044845581,-0.63620227575302124,0.52518606185913086,0.066844597458839417,0.24692684412002563,0.0055151870474219322,-0.48999184370040894,-0.40813776850700378,0.3856501579284668,0.050441410392522812,0.0066239344887435436,74244240,0.85968446731567383,0.61435168981552124,0.045971062034368515,-0.5365523099899292,-0.44264829158782959,0.0083333337679505348,0.0010405827779322863
2,6375492403855360,0.73377734422683716,0.37440916895866394,0.018255366012454033,-0.5031123161315918,-0.37246814370155334,0.4118441641330719,-0.54169344902038574,-0.20894207060337067,0.025003727525472641,-0.27324467897415161,-0.25426092743873596,35.625923156738281,0.28518408536911011,0.27141988277435303,156.77458190917969,0.45351922512054443,0.33480808138847351,20.096166610717773,0.12881241738796234,0.15934444963932037,0.29813820123672485,0.23643790185451508,-0.13078667223453522,5.4973850250244141,-0.1216893196105957,-0.071169979870319366,1.2563660144805908,-0.51967298984527588,-0.28904473781585693,0.19969013333320618,-0.010620787739753723,0.064845263957977295,82354480,0.74207985401153564,0.64374536275863647,5.4690675735473633,0.09006788581609726,0.085642434656620026,78,-0.56644874811172485,-0.56259602308273315,0.81826573610305786,-0.63212406635284424,-0.76979589462280273,1.0130527019500732,-0.59205043315887451,-0.72184431552886963,0.59264260530471802,0.020432114601135254,0.25792726874351501,0.0056819207966327667,-0.46983367204666138,-0.3980497419834137,0.9488493800163269,0.062436733394861221,0.11801599711179733,176548256,0.8785826563835144,0.80865782499313354,0.044325906783342361,-0.52647984027862549,-0.44581827521324158,0.01666666753590107,0.0020811655558645725
3,29329738170368,0.79360479116439819,0.28162160515785217,0.013756065629422665,-0.49626356363296509,-0.38208433985710144,0.26900476217269897,-0.54878354072570801,-0.29450890421867371,0.021778140217065811,-0.26473924517631531,-0.22185388207435608,42.358108520507812,0.28996112942695618,0.21503475308418274,120.47089385986328,0.46011596918106079,0.29266077280044556,18.039440155029297,0.1214958131313324,0.15076373517513275,0.50700998306274414,0.30208396911621094,0.058186434209346771,4.6288743019104004,-0.11644631624221802,-0.080917462706565857,1.3242661952972412,-0.54712569713592529,-0.33902019262313843,0.24952486157417297,-0.029970984905958176,0.072305850684642792,10758410,0.73782438039779663,0.50708460807800293,22.979146957397461,0.10366102308034897,0.27812889218330383,156,-0.53998774290084839,-0.48334729671478271,0.88679391145706177,-0.58695858716964722,-0.6352841854095459,1.017361044883728,-0.54680025577545166,-0.58225405216217041,0.41547080874443054,-0.033295534551143646,0.13895238935947418,0.0076572918333113194,-0.45308342576026917,-0.37103751301765442,-1.7249982357025146,0.053788349032402039,-0.07163575291633606,84407720,0.86404585838317871,0.7300182580947876,0.051136884838342667,-0.5079379677772522,-0.42581498622894287,0.02500000037252903,0.0031217481009662151
4,49555533987840,0.85772901773452759,0.21921366453170776,0.0073557565920054913,-0.49020329117774963,-0.42510676383972168,0.12452792376279831,-0.56498116254806519,-0.52819579839706421,0.0062681762501597404,-0.26285868883132935,-0.22825312614440918,148.39935302734375,0.30235257744789124,0.2588123083114624,393.54647827148438,0.47304528951644897,0.44692131876945496,15.747535705566406,0.11209211498498917,0.1251787543296814,0.49326935410499573,0.34816217422485352,0.24672754108905792,7.0295228958129883,-0.10915152728557587,0.01796327717602253,1.3415060043334961,-0.55681335926055908,-0.37463283538818359,0.14513847231864929,-0.045689180493354797,-0.081369049847126007,9581932,0.74334549903869629,0.3850715160369873,1.4808131456375122,0.098437823355197906,0.25656333565711975,136,-0.51784199476242065,-0.41736489534378052,0.89477145671844482,-0.54606515169143677,-0.45733189582824707,1.0173910856246948,-0.50773131847381592,-0.42463073134422302,0.43692392110824585,-0.075891956686973572,-0.0013425529468804598,0.0023636172991245985,-0.44188883900642395,-0.39466282725334167,-0.16587309539318085,0.082035914063453674,-0.058510944247245789,8949277,0.84378677606582642,0.50653630495071411,0.059069134294986725,-0.4793127179145813,-0.37862488627433777,0.033333335071802139,0.0041623311117291451
5,11098548753924096,0.92830532789230347,0.58807879686355591,0.0091879833489656448,-0.47694554924964905,-0.4506671130657196,0.22093786299228668,-0.55745702981948853,-0.60913968086242676,0.0078358352184295654,-0.24817189574241638,-0.23628193140029907,118.10386657714844,0.29523810744285583,0.3056073784828186,217.25088500976562,0.45582121610641479,0.50007075071334839,22.253551483154297,0.10247188061475754,0.14472852647304535,0.3501172661781311,0.38269942998886108,0.27762123942375183,5.644188404083252,-0.11709983646869659,0.040463604032993317,1.4093079566955566,-0.5525239109992981,-0.46367961168289185,0.22050660848617554,-0.039145767688751221,-0.10517469793558121,105867672,0.75756078958511353,0.70154964923858643,0.94171535968780518,0.099652566015720367,0.17007295787334442,95,-0.49047556519508362,-0.41212818026542664,0.88250744342803955,-0.5081179141998291,-0.40751329064369202,1.0171202421188354,-0.46956908702850342,-0.3548140823841095,0.5753251314163208,-0.11321721971035004,0.033883523195981979,0.004259786568582058,-0.42293915152549744,-0.40862420201301575,0.060941450297832489,0.12205231934785843,-0.088305667042732239,211549920,0.841239333152771,0.76849842071533203,0.04158627986907959,-0.44764411449432373,-0.39252302050590515,0.041666667908430099,0.0052029136568307877
6,453619077873664,0.93988806009292603,0.38944911956787109,0.015538779087364674,-0.46299681067466736,-0.46735280752182007,0.23181517422199249,-0.55491137504577637,-0.81896299123764038,0.056521546095609665,-0.2294575572013855,-0.10210791975259781,14.576213836669922,0.28114363551139832,0.27437600493431091,84.457160949707031,0.44652467966079712,0.44062778353691101,12.290901184082031,0.088793307542800903,0.1060703843832016,0.40937906503677368,0.42364382743835449,0.3794761598110199,5.5253357887268066,-0.12044338136911392,0.041446227580308914,1.3033106327056885,-0.55479949712753296,-0.4291800856590271,0.20616826415061951,-0.037556774914264679,-0.098108887672424316,40769864,0.72590363025665283,0.54969871044158936,6.4672746658325195,0.11090422421693802,0.18128234148025513,86,-0.45631641149520874,-0.40374946594238281,0.85699921846389771,-0.47412154078483582,-0.30251225829124451,1.0153192281723022,-0.43757051229476929,-0.25885066390037537,0.41449111700057983,-0.15883970260620117,-0.091279864311218262,0.0097548887133598328,-0.40455630421638489,-0.3633284866809845,1.1839752197265625,0.16054844856262207,-0.06673092395067215,140402736,0.8019598126411438,0.69953727722167969,0.067030899226665497,-0.40801152586936951,-0.320556640625,0.05000000074505806,0.0062434962019324303
7,243927449862144,0.96317774057388306,0.39664709568023682,0.0098141087219119072,-0.45388200879096985,-0.49156489968299866,0.22619117796421051,-0.55562472343444824,-0.86886215209960938,0.0054223253391683102,-0.23916918039321899,-0.1717359870672226,169.16641235351562,0.28150853514671326,0.46252089738845825,422.28558349609375,0.45990833640098572,0.68871134519577026,21.140949249267578,0.07942768931388855,0.1214316263794899,0.4636959433555603,0.47599241137504578,0.33981674909591675,3.4166796207427979,-0.12916027009487152,-0.0011692747939378023,1.2515484094619751,-0.5420418381690979,-0.48262038826942444,0.26991158723831177,-0.026073619723320007,-0.075872734189033508,24246110,0.68956339359283447,0.59895056486129761,19.649326324462891,0.12294209003448486,0.14389006793498993,109,-0.41506606340408325,-0.45297443866729736,0.84344297647476196,-0.42939606308937073,-0.42003047466278076,1.0143886804580688,-0.39598378539085388,-0.38469803333282471,0.45357939600944519,-0.20341373980045319,-0.064506024122238159,0.0021721683442592621,-0.39498987793922424,-0.42432889342308044,2.4468891620635986,0.1883167028427124,0.31607449054718018,52280848,0.75433671474456787,0.63824319839477539,0.043388556689023972,-0.37780892848968506,-0.34511595964431763,0.05833333358168602,0.0072840792126953602
8,31988768244236288,0.9999767541885376,1.4679423570632935,0.049158044159412384,-0.44206473231315613,-0.23480877280235291,0.9784741997718811,-0.55656003952026367,0.12641000747680664,0.036042820662260056,-0.24399128556251526,-0.044982835650444031,22.565889358520508,0.27264362573623657,0.27582240104675293,30.278972625732422,0.45733606815338135,0.39011523127555847,16.18922233581543,0.066421240568161011,0.12361922115087509,0.45402425527572632,0.524391770362854,0.30388292670249939,3.381793737411499,-0.13392293453216553,-0.1294076144695282,1.4254410266876221,-0.50040596723556519,-0.42093649506568909,0.34626463055610657,-0.0017419296782463789,0.1434989720582962,144119728,0.65552079677581787,1.0902304649353027,0.39565864205360413,0.12727923691272736,0.13170430064201355,126,-0.36811986565589905,-0.46344783902168274,0.91246402263641357,-0.36782932281494141,-0.3720683753490448,1.0187536478042603,-0.33712658286094666,-0.32700535655021667,0.35931402444839478,-0.24653822183609009,-0.11903220415115356,0.026861488819122314,-0.38076102733612061,-0.15188655257225037,-0.18718643486499786,0.18476052582263947,0.31411880254745483,240748496,0.71383899450302124,1.0804871320724487,0.050239488482475281,-0.33907744288444519,-0.37310263514518738,0.066666670143604279,0.0083246622234582901
9,73554276122624,0.84872764348983765,1.0981453657150269,0.014012157917022705,-0.46480739116668701,-0.20517794787883759,0.25606456398963928,-0.68977421522140503,0.16735008358955383,0.0084725096821784973,-0.26673430204391479,-0.042272455990314484,103.39183807373047,0.27913156151771545,0.25399422645568848,188.2022705078125,0.4758867621421814,0.3662380576133728,16.008211135864258,0.055190742015838623,0.092687129974365234,0.50566554069519043,0.55818009376525879,0.44630688428878784,6.4351840019226074,-0.1272026002407074,-0.10159964859485626,1.3032588958740234,-0.45916831493377686,-0.49887198209762573,0.1454443633556366,0.0026892409659922123,0.06162731721997261,14006336,0.55412548780441284,0.75478845834732056,17.933925628662109,0.13587228953838348,0.32251858711242676,135,-0.32017481327056885,-0.42155423760414124,0.8730509877204895,-0.32312726974487305,-0.39770340919494629,1.016108512878418,-0.29510033130645752,-0.36984124779701233,0.3703228235244751,-0.26763433218002319,-0.26306009292602539,0.0046545048244297504,-0.40434664487838745,-0.14749686419963837,-0.58055984973907471,0.19140633940696716,0.25525572896003723,63258144,0.62143027782440186,0.79756498336791992,0.05472119152545929,-0.30099639296531677,-0.33146986365318298,0.075000002980232239,0.0093652447685599327
